operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Maroc Telecom,Finance,Usage standard,Premium,7000,88.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9724
Orange Maroc,IT,Usage intensif,Entrée de gamme,1200,26.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9388
Orange Maroc,Commercial,Usage premium,Milieu de gamme,2500,41.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9897
Orange Maroc,Support,Usage premium,Milieu de gamme,2500,41.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9918
Maroc Telecom,IT,Usage standard,Premium,7000,93.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9426
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,21.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.8032
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9875
Maroc Telecom,IT,Usage premium,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
Maroc Telecom,IT,Usage premium,Milieu de gamme,2500,40.4,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9672
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,67.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9733
inwi,Finance,Usage standard,Entrée de gamme,1200,21.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9985
Orange Maroc,Direction,Usage basique,Milieu de gamme,2500,40.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9667
Maroc Telecom,Support,Usage standard,Premium,7000,92.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9982
Maroc Telecom,Direction,Usage intensif,Premium,7000,94.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,Finance,Usage standard,Milieu de gamme,2500,36.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,0,Entrée de gamme,0.8879
inwi,Direction,Usage basique,Haut de gamme,4500,60.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,1,Milieu de gamme,0.846
Orange Maroc,RH,Usage standard,Milieu de gamme,2500,34.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9592
Maroc Telecom,RH,Usage premium,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9566
Maroc Telecom,IT,Usage intensif,Entrée de gamme,1200,20.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Maroc Telecom,IT,Usage standard,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9891
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,18.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Commercial,Usage premium,Milieu de gamme,2500,37.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9898
Maroc Telecom,Finance,Usage intensif,Entrée de gamme,1200,21.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9982
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,20.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9967
Maroc Telecom,Finance,Usage basique,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9938
inwi,Commercial,Usage basique,Premium,7000,95.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9953
Maroc Telecom,RH,Usage basique,Premium,7000,92.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9905
inwi,Support,Usage standard,Milieu de gamme,2500,41.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9475
Orange Maroc,Support,Usage premium,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9979
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,62.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9715
Maroc Telecom,RH,Usage intensif,Entrée de gamme,1200,18.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
Maroc Telecom,RH,Usage standard,Premium,7000,92.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9987
Orange Maroc,Support,Usage intensif,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9791
inwi,Finance,Usage intensif,Haut de gamme,4500,62.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9652
Orange Maroc,Finance,Usage basique,Haut de gamme,4500,67.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.994
Orange Maroc,IT,Usage standard,Milieu de gamme,2500,38.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9965
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,62.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9954
inwi,Commercial,Usage basique,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
inwi,Support,Usage standard,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Maroc Telecom,Finance,Usage standard,Entrée de gamme,1200,18.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9943
inwi,RH,Usage premium,Entrée de gamme,1200,23.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9623
Orange Maroc,Support,Usage standard,Milieu de gamme,2500,37.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9955
Orange Maroc,Support,Usage intensif,Haut de gamme,4500,64.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9853
Orange Maroc,RH,Usage standard,Haut de gamme,4500,63.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9897
inwi,Commercial,Usage intensif,Haut de gamme,4500,64.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9922
Orange Maroc,Finance,Usage standard,Milieu de gamme,2500,40.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.998
Maroc Telecom,Direction,Usage premium,Haut de gamme,4500,61.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9897
Maroc Telecom,IT,Usage standard,Milieu de gamme,2500,40.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.8934
inwi,Direction,Usage intensif,Entrée de gamme,1200,21.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9982
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,65.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9898
Maroc Telecom,Commercial,Usage standard,Premium,7000,94.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,IT,Usage basique,Entrée de gamme,1200,22.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9747
Maroc Telecom,Commercial,Usage basique,Entrée de gamme,1200,20.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Orange Maroc,RH,Usage basique,Premium,7000,94.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9983
inwi,IT,Usage premium,Entrée de gamme,1200,22.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9262
Maroc Telecom,Commercial,Usage basique,Premium,7000,95.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Direction,Usage basique,Entrée de gamme,1200,21.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9984
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,24.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9921
inwi,Support,Usage standard,Premium,7000,91.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9762
Orange Maroc,IT,Usage standard,Premium,7000,94.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9623
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,25.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9847
inwi,IT,Usage premium,Premium,7000,92.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9957
inwi,Commercial,Usage premium,Entrée de gamme,1200,19.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9954
inwi,Direction,Usage premium,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9946
inwi,Commercial,Usage standard,Entrée de gamme,1200,22.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9977
Maroc Telecom,IT,Usage intensif,Entrée de gamme,1200,19.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.992
inwi,RH,Usage basique,Premium,7000,94.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9908
Orange Maroc,Commercial,Usage basique,Premium,7000,93.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.997
inwi,RH,Usage basique,Haut de gamme,4500,67.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9815
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,18.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
inwi,Support,Usage standard,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.998
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,22.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,23.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9774
Orange Maroc,Finance,Usage standard,Premium,7000,99.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
inwi,IT,Usage intensif,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9971
inwi,RH,Usage standard,Haut de gamme,4500,66.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9733
Maroc Telecom,RH,Usage intensif,Premium,7000,94.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.985
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,60.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9767
Maroc Telecom,Commercial,Usage intensif,Premium,7000,95.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9989
Orange Maroc,IT,Usage standard,Premium,7000,92.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9975
inwi,RH,Usage basique,Haut de gamme,4500,67.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9629
Maroc Telecom,Finance,Usage basique,Premium,7000,91.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,2,Haut de gamme,0.9145
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9958
inwi,Support,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9986
Orange Maroc,IT,Usage standard,Haut de gamme,4500,66.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.977
Orange Maroc,RH,Usage standard,Entrée de gamme,1200,23.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9787
Orange Maroc,IT,Usage premium,Entrée de gamme,1200,18.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Orange Maroc,Support,Usage intensif,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.997
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9848
Orange Maroc,Finance,Usage standard,Milieu de gamme,2500,36.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9686
Orange Maroc,Commercial,Usage basique,Haut de gamme,4500,66.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9953
inwi,Support,Usage intensif,Haut de gamme,4500,63.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.935
Orange Maroc,Direction,Usage standard,Entrée de gamme,1200,18.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
inwi,Finance,Usage premium,Entrée de gamme,1200,22.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9944
Maroc Telecom,Support,Usage standard,Premium,7000,92.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Orange Maroc,Direction,Usage standard,Entrée de gamme,1200,20.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9979
Maroc Telecom,Direction,Usage standard,Milieu de gamme,2500,41.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9957
Maroc Telecom,Commercial,Usage premium,Haut de gamme,4500,66.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9885
Orange Maroc,Commercial,Usage intensif,Entrée de gamme,1200,22.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
inwi,RH,Usage standard,Premium,7000,94.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,Support,Usage intensif,Milieu de gamme,2500,44.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9656
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,20.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
inwi,Commercial,Usage standard,Entrée de gamme,1200,19.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Maroc Telecom,RH,Usage basique,Premium,7000,91.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9962
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9967
Orange Maroc,Support,Usage basique,Milieu de gamme,2500,43.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9245
Orange Maroc,IT,Usage premium,Entrée de gamme,1200,23.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.998
Maroc Telecom,Support,Usage standard,Premium,7000,95.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9989
Maroc Telecom,Commercial,Usage premium,Premium,7000,92.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9603
inwi,Support,Usage standard,Entrée de gamme,1200,25.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9658
Orange Maroc,RH,Usage intensif,Milieu de gamme,2500,41.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9861
Maroc Telecom,RH,Usage standard,Haut de gamme,4500,61.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9592
inwi,Direction,Usage basique,Haut de gamme,4500,62.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9924
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,64.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9915
Orange Maroc,Support,Usage basique,Premium,7000,93.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.974
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9979
inwi,Commercial,Usage standard,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9746
Maroc Telecom,Finance,Usage intensif,Premium,7000,91.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9693
Maroc Telecom,Commercial,Usage basique,Premium,7000,91.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9531
Maroc Telecom,Finance,Usage basique,Milieu de gamme,2500,39.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9903
Maroc Telecom,IT,Usage standard,Premium,7000,91.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9919
inwi,Finance,Usage premium,Entrée de gamme,1200,20.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9842
inwi,IT,Usage intensif,Milieu de gamme,2500,39.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9612
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9979
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,20.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Orange Maroc,RH,Usage basique,Haut de gamme,4500,61.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9947
inwi,Support,Usage premium,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.986
Orange Maroc,RH,Usage intensif,Entrée de gamme,1200,24.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9987
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9924
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,22.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
Orange Maroc,Direction,Usage basique,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9959
Maroc Telecom,RH,Usage premium,Milieu de gamme,2500,41.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.7047
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,22.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9969
